title;descriptionHtml;status;totalInventory;mediaCount.count;metafield.value;metafield;sku;id;Cod. Modelo;Colecao;Cod. Gr.;Desc. Gr.;Cod. Subgr.;Desc. Subgr.;Cod. Prod.;Desc. Produto;Markup Aplic;Pr. Custo;Pr Venda unit;Faixa de Preco;Gde. Gr.;Metal;Cor Padrao;Desc Cor;Sub Nivel;Tab. Pr.;Foto;Encomendavel;Status;Estoque;STATUS_FINAL;Data Inclusao;Peso;Classificacao;Linha
ALIANÇA CÁSSICO | OURO AMARELO 18K;A Aliança Clássica é uma joia para ser usada todos os dias. Medidas 4x1,60mm;ACTIVE;69;3;;;AL0131;gid://shopify/ProductVariant/46393453248807;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL0131;ALIANÇA MEIA CANA OA, 4 X 1,60MM;4.62;254.76;7500.0;07. De 5.000 a 10.000;PA;OURO;OA;OURO AMARELO;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL0131.JPG;Sim;Ativo;5.0;ATIVO;2008-09-19;4.8;;ANEL S/P
ALIANÇA CLÁSSICO | OURO BRANCO 18K;A Aliança Quadrada é uma joia para ser usada todos os dias. Medidas 2X,1,60mm;ACTIVE;70;2;;;AL00033;gid://shopify/ProductVariant/46393454068007;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL00033;ALIANÇA QUAD. OB, 2 X 1,60MM;4.15;178.25;4500.0;08. Ate 5.000;PA;OURO;OB;OURO BRANCO;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL00033.JPG;Sim;Ativo;5.0;ATIVO;2011-06-20;2.9;;ANEL S/P
ALIANÇA CLÁSSICO | OURO BRANCO 18K;A Aliança Clássica é uma joia para ser usada todos os dias. Medidas  2x1,40mm;ACTIVE;69;1;;;AL0119;gid://shopify/ProductVariant/46393454723367;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL0119;ALIANÇA MEIA CANA OB, 2 X 1,40MM;4.08;135.6;3900.0;08. Ate 5.000;PA;OURO;OB;OURO BRANCO;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL0119.JPG;Sim;Ativo;4.0;ATIVO;2008-09-19;2.2;;ANEL S/P
ALIANÇA CLÁSSICO | OURO BRANCO 18K;A Aliança Clássica é uma joia para ser usada todos os dias. Medidas 3X,1,50mm;ACTIVE;71;3;;;AL0121;gid://shopify/ProductVariant/46393455771943;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL0121;ALIANÇA MEIA CANA OB, 3 X 1,50MM;3.91;209.74;5500.0;07. De 5.000 a 10.000;PA;OURO;OB;OURO BRANCO;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL0121.JPG;Sim;Ativo;6.0;ATIVO;2008-09-19;3.5;;ANEL S/P
ALIANÇA CLÁSSICO | OURO BRANCO 18K;A Aliança Clássica é uma joia para ser usada todos os dias. Medidas 4x1,60mm;ACTIVE;68;2;;;AL0123;gid://shopify/ProductVariant/46393456623911;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL0123;ALIANÇA MEIA CANA OB, 4 X 1,60MM;3.89;283.88;7500.0;07. De 5.000 a 10.000;PA;OURO;OB;OURO BRANCO;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL0123.JPG;Sim;Ativo;5.0;ATIVO;2008-09-19;4.8;;ANEL S/P
ALIANÇA CLÁSSICO | OURO BRANCO 18K;A Aliança Quadrada é uma joia para ser usada todos os dias. Medidas 3X,1,65mm;ACTIVE;65;1;;;AL0143;gid://shopify/ProductVariant/46393457213735;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL0143;ALIANÇA QUAD. OB, 3 X 1,65MM;3.19;300.62;6500.0;07. De 5.000 a 10.000;PA;OURO;OB;OURO BRANCO;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL0143.JPG;Sim;Ativo;0.0;ATIVO;2008-09-19;5.1;;ANEL S/P
ALIANÇA CLÁSSICO | OURO ROSA 18K;A Aliança Quadrada é uma joia para ser usada todos os dias. Medidas 3X,1,65mm;ACTIVE;66;2;;;AL00042;gid://shopify/ProductVariant/46393457836327;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL00042;ALIANÇA QUAD. OR, 3 X 1,65MM;4.39;227.22;6500.0;07. De 5.000 a 10.000;PA;OURO;OR;OURO ROSA;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL00042.JPG;Sim;Ativo;1.0;ATIVO;2012-07-17;4.37;;
ALIANÇA CLÁSSICO | OURO ROSA 18K;A Aliança Quadrada é uma joia para ser usada todos os dias. Medidas 2X,1,60mm;ACTIVE;69;2;;;AL00049;gid://shopify/ProductVariant/46393458458919;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL00049;ALIANÇA QUAD. OR, 2 X 1,60MM;4.51;154.2;4500.0;08. Ate 5.000;PA;OURO;OR;OURO ROSA;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL00049.JPG;Sim;Ativo;4.0;ATIVO;2012-10-31;2.9;;
ALIANÇA CLÁSSICO | OURO ROSA 18K;A Aliança Clássica é uma joia para ser usada todos os dias. Medidas  2x1,40mm;ACTIVE;69;3;;;AL00069;gid://shopify/ProductVariant/46393459015975;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL00069;ALIANÇA MEIA CANA OR, 2 X 1,40MM;4.63;119.42;3900.0;08. Ate 5.000;PA;OURO;OR;OURO ROSA;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL00069.JPG;Sim;Ativo;4.0;ATIVO;2014-07-17;2.2;;ANEL S/P
ALIANÇA CLÁSSICO | OURO ROSA 18K;A Aliança Clássica é uma joia para ser usada todos os dias. Medidas 3X,1,50mm;ACTIVE;65;1;;;AL02775;gid://shopify/ProductVariant/46393459704103;CLÁSSICO;CLÁSSICO;AL;ALIANCA;SP;SEM PEDRA;AL02775;ALIANÇA MEIA CANA OR, 3 X 1,50MM;4.73;184.46;5500.0;07. De 5.000 a 10.000;PA;OURO;OR;OURO ROSA;ALIANÇA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AL02775.JPG;Sim;Ativo;0.0;ATIVO;2019-12-27;3.5;;ANEL S/P
Anel Deco 2019 | Ouro Amarelo 18K COM RÓDIO NEGRO E DIAMANTES;O Anel Deco brinca com a linhas geométricas e cria movimento para a joia. É ideal para usar com mix de anéis e misturar cores.;ACTIVE;67;2;"• Diamante com aproximadamente 0,20CT;
• Lapidação em Brilhante;
• Grau de cor: LLB;
• Grau de pureza: ±VS/SI2;";;AN03191;gid://shopify/ProductVariant/46393460621607;DECO 2019;DECO;AN;ANEL;DI;DIAMANTE INCOLOR;AN03191;ANEL OAN, DECO, DLLB ±0,20CT;3.98;345.3;8900.0;07. De 5.000 a 10.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03191.JPG;Sim;Ativo;2.0;ATIVO;2019-03-28;5.16;ESP;ANEL MAN
Anel Deco 2019 | Ouro Branco 18K Com Ródio Negro E Diamantes;O Anel Deco brinca com a linhas geométricas e cria movimento para a joia. É ideal para usar com mix de anéis e misturar cores;ACTIVE;66;2;"• Diamante com aproximadamente 0,40CT;
• Lapidação em Brilhante;
• Grau de cor: LLB;
• Grau de pureza: ±VS/SI2;";;AN03190;gid://shopify/ProductVariant/46393461080359;DECO 2019;DECO;AN;ANEL;DI;DIAMANTE INCOLOR;AN03190;ANEL OBN, DECO, DLLB 0,40CT;3.8;417.51;10500.0;06. De 10.000 a 20.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03190.JPG;Sim;Ativo;1.0;ATIVO;2019-03-28;5.32;ESP;ANEL MAN
Anel Deco 2019 | Ouro Branco 18K E Diamantes;O Anel Deco brinca com a linhas geométricas e cria movimento para a joia. É ideal para usar com mix de anéis e misturar cores.;ACTIVE;65;2;;;AN03189;gid://shopify/ProductVariant/46393461604647;DECO 2019;DECO;AN;ANEL;DI;DIAMANTE INCOLOR;AN03189;ANEL OB, DECO, DIA 0,40CT;3.87;496.69;12900.0;06. De 10.000 a 20.000;PA;OURO;OB;OURO BRANCO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03189.JPG;Sim;Ativo;0.0;ATIVO;2019-03-28;5.32;ESP;ANEL MAN
Anel Dolce Vita | Ouro Amarelo 18K com Ágata e Diamantes;"<p>•Ágata Negra com aproximadamente 21,50ct.</p>
<p>•Diamantes Light Brown com aproximadamente 0,25ct.</p>
<p>•Peso aproximado de 7,35 gramas.</p>
<p>•Número do produto: AN03556.</p>";ACTIVE;65;3;"• Quartzo Negro com aproximadamente 22,20CT;";;AN03556;gid://shopify/ProductVariant/46393462030631;DOLCE VITA;DOLCE VITA;AN;ANEL;DB;DIAMANTE E PEDRA BR;AN03556;AN OA,VITA DI,QTZ.NG±22,20CT, DLB±0,24CT;5.07;484.91;16500.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03556.JPG;Sim;Ativo;0.0;ATIVO;2022-08-02;7.35;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Safiras E Quartzo;"<p>•Quartzo Rutilado com aproximadamente 29,70ct.</p>
<p>•Safiras Amarelas com aproximadamente 0,31ct.</p>
<p>•Peso aproximado de 7,35 gramas.</p>
<p>•Número do produto: AN03557.</p>";DRAFT;0;3;"• Quartzo Rutilado com aproximadamente 29,70CT;";;AN03557;gid://shopify/ProductVariant/46393462751527;DOLCE VITA;DOLCE VITA;AN;ANEL;DB;DIAMANTE E PEDRA BR;AN03557;AN OA,VITA SAF,QTZ.RUT ±29,70C,SAF ±0,26;6.18;398.15;14000.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03557.JPG;Nao;Inativo;0.0;INATIVO;2022-08-02;7.35;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Turquesa e Diamantes;"<p>•Turquesa com aproximadamente 26,36ct.</p>
<p>•Diamantes Light Brown com aproximadamente 0,26ct.</p>
<p>•Peso aproximado de 7,35 gramas.</p>
<p>•Número do produto: AN03558.</p>";ACTIVE;65;3;"• Turquesa com aproximadamente 26,36CT;";;AN03558;gid://shopify/ProductVariant/46393463701799;DOLCE VITA;DOLCE VITA;AN;ANEL;DB;DIAMANTE E PEDRA BR;AN03558;AN OA,VITA DI,TURQ ±26,36CT,DLB ±0,24CT;4.88;612.24;19900.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03558.JPG;Sim;Ativo;0.0;ATIVO;2022-08-02;7.35;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Ágata E Diamantes;"<p>•Ágata Branca com aproximadamente 20,30ct.</p>
<p>•Diamantes Light Brown com aproximadamente 0,25ct.</p>
<p>•Peso aproximado de 7,35 gramas.</p>
<p>•Número do produto: AN03559.</p>";ACTIVE;65;3;"• Ágata Branca com aproximadamente 20,30CT;";;AN03559;gid://shopify/ProductVariant/46393464258855;DOLCE VITA;DOLCE VITA;AN;ANEL;DB;DIAMANTE E PEDRA BR;AN03559;AN OA, VITA DI,AG.BCA ±20,30CT,DLB ±0,24;5.05;487.17;16500.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03559.JPG;Sim;Ativo;0.0;ATIVO;2022-08-02;7.35;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Malaquita E Diamantes;"<p>•Malaquita com aproximadamente 34,84ct.</p>
<p>•Diamantes Light Brown com aproximadamente 0,22ct.</p>
<p>•Peso aproximado de 7,35 gramas.</p>
<p>•Número do produto: AN03560.</p>";ACTIVE;65;3;"• Malaquita com aproximadamente 34,84CT;";;AN03560;gid://shopify/ProductVariant/46393465143591;DOLCE VITA;DOLCE VITA;AN;ANEL;DA;DIAMANTE E ASIATICA;AN03560;AN OA, VITA DI,MALA ±34,84CT,DLB ±0,24CT;4.55;540.73;16500.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03560.JPG;Sim;Ativo;0.0;ATIVO;2022-08-02;7.35;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Lápis Lazuli;"<p>•Lápis-lazúli com aproximadamente 22,00 ct.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03562.</p>";ACTIVE;1;3;"• Lápis-Lazúli com aproximadamente 22,00CT;";;AN03562;gid://shopify/ProductVariant/46393465962791;DOLCE VITA;DOLCE VITA;AN;ANEL;PA;PEDRA ASIATICA;AN03562;AN OA, DOLCE, LAPIS LAZULI ±22,00CT;4.57;373.77;10900.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03562.JPG;Nao;Inativo;1.0;ATIVO;2022-08-02;7.15;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Ágata;"<p>• Ágata Negra com aproximadamente 22,55 ct.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03563.</p>";ACTIVE;65;3;"• Quartzo Negro com aproximadamente 22,20CT;";;AN03563;gid://shopify/ProductVariant/46393466552615;DOLCE VITA;DOLCE VITA;AN;ANEL;DB;DIAMANTE E PEDRA BR;AN03563;AN OA, DOLCE, QTZ.NEGRO ±22,20CT;5.12;377.13;12900.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03563.JPG;Sim;Ativo;0.0;ATIVO;2022-08-02;7.15;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Quartzo;"<p>•Quartzo Rutilado com aproximadamente 26,75ct.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03564.</p>";DRAFT;0;4;"• Quartzo Rutilado com aproximadamente 26,75CT;";;AN03564;gid://shopify/ProductVariant/46393467044135;DOLCE VITA;DOLCE VITA;AN;ANEL;PB;PEDRA BRASILEIRA;AN03564;AN OA, DOLCE, QTZ.RUTILADO ±26,75CT;5.16;374.27;11000.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03564.JPG;Nao;Inativo;0.0;INATIVO;2022-08-02;7.15;COM;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Turquesa;"<p>•Turquesa com aproximadamente 24,80ct.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03565.</p>";ACTIVE;66;3;"• Turquesa com aproximadamente 24,80CT;";;AN03565;gid://shopify/ProductVariant/46393469305127;DOLCE VITA;DOLCE VITA;AN;ANEL;PA;PEDRA ASIATICA;AN03565;AN OA, DOLCE, TURQUESA ±24,80CT;4.71;492.58;15500.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03565.JPG;Sim;Ativo;1.0;ATIVO;2022-08-02;7.15;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Ágata;"<p>•Ágata Branca com aproximadamente 21,15ct.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03566</p>";ACTIVE;66;3;"• Ágata Branca com aproximadamente 21,15CT;";;AN03566;gid://shopify/ProductVariant/46393469993255;DOLCE VITA;DOLCE VITA;AN;ANEL;PB;PEDRA BRASILEIRA;AN03566;AN OA, DOLCE, AG. BRANCA ±21,15CT;5.09;379.39;12900.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03566.JPG;Sim;Ativo;1.0;ATIVO;2022-08-02;7.15;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Malaquita;"<p>•Malaquita com aproximadamente 37,60ct.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03567.</p>";ACTIVE;65;3;"• Malaquita com aproximadamente 37,60CT;";;AN03567;gid://shopify/ProductVariant/46393470615847;DOLCE VITA;DOLCE VITA;AN;ANEL;PA;PEDRA ASIATICA;AN03567;AN OA,  DOLCE, MALAQUITA  ±37,60CT;4.46;432.94;12900.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03567.JPG;Sim;Ativo;0.0;ATIVO;2022-08-02;7.15;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Olho De Tigre;"<p>•Olho de Tigre com aproximadamente 18x25 mm.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03574.</p>";DRAFT;0;1;"• Olho De Tigre ;";;AN03574;gid://shopify/ProductVariant/46393471205671;DOLCE VITA;DOLCE VITA;AN;ANEL;DB;DIAMANTE E PEDRA BR;AN03574;AN OA, DOLCE, O.TIGRE ±24,00CT;5.05;382.31;11000.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03574.JPG;Nao;Inativo;0.0;INATIVO;2022-10-25;7.15;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Amarelo 18K com Safiras E Olho De Tigre;"<p>•Olho de Tigre com aproximadamente 18x13 mm.</p>
<p>•Safiras com aproximadamente 0,26ct.</p>
<p>•Peso aproximado de 7,35 gramas.</p>
<p>•Número do produto: AN03575.</p>";DRAFT;0;1;"• Olho De Tigre ;";;AN03575;gid://shopify/ProductVariant/46393471828263;DOLCE VITA;DOLCE VITA;AN;ANEL;DB;DIAMANTE E PEDRA BR;AN03575;AN OA,VITA SAF,O.TIGRE ±24,00C,SAF ±0,26;6.03;407.76;14000.0;06. De 10.000 a 20.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03575.JPG;Nao;Inativo;0.0;INATIVO;2022-10-25;7.35;ESP;ANEL CRAV
Anel Dolce Vita | Ouro Rosa 18K com Safiras e Opala;"<p>•Opala Rosa com aproximadamente 19,40ct.</p>
<p>•Safiras Vermelhas com aproximadamente 0,28ct.</p>
<p>•Peso aproximado de 7,35 gramas.</p>
<p>•Número do produto: AN03554.</p>";DRAFT;0;3;"• Opala Rosa com aproximadamente 19,40CT;";;AN03554;gid://shopify/ProductVariant/46393472516391;DOLCE VITA;DOLCE VITA;AN;ANEL;PB;PEDRA BRASILEIRA;AN03554;AN OR,VITA SAF,O.ROSA ±19,40CT,SAF ±0,28;5.66;376.58;11500.0;06. De 10.000 a 20.000;PA;OURO;OR;OURO ROSA;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03554.JPG;Nao;Inativo;0.0;INATIVO;2022-08-02;7.35;ESP;ANEL MAN
Anel Dolce Vita | Ouro Rosa 18K com Opala;"<p>•Opala Rosa com aproximadamente 18,75 ct.</p>
<p>•Peso aproximado de 7,15 gramas.</p>
<p>•Número do produto: AN03561.</p>";ACTIVE;1;3;"• Opala Rosa com aproximadamente 18,75CT;";;AN03561;gid://shopify/ProductVariant/46393473073447;DOLCE VITA;DOLCE VITA;AN;ANEL;PB;PEDRA BRASILEIRA;AN03561;AN OR, DOLCE, OPALA ROSA  ±18,75CT;4.87;350.13;10900.0;06. De 10.000 a 20.000;PA;OURO;OR;OURO ROSA;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03561.JPG;Nao;Inativo;1.0;ATIVO;2022-08-02;7.15;ESP;ANEL MAN
Anel Especial Solitário | Ouro Branco 18K E Diamantes;"<p>O Anel Especial Solitário em Ouro Branco 18K é uma verdadeira obra-prima de elegância e brilho. Com um diamante central deslumbrante, este anel é um MUST HAVE que captura a luz de maneira excepcional.<br></p>
<!---->";DRAFT;0;1;;;AN03544;gid://shopify/ProductVariant/46393473892647;ESPECIAL;ESPECIAL;AN;ANEL;DS;DIAMANTE SOLITARIO;AN03544;AN OB, SOL RED, D 2,39CT ±K I1,D ±0,16CT;3.94;9535.74;247500.0;02. De 200.000 a 500.000;PA;OURO;OB;OURO BRANCO;AN SOLIT;B;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03544.JPG;Nao;Ativo;1.0;ATIVO;2022-07-06;3.79;ESP;ANEL MAN
Anel Fetiche | Ouro Amarelo 18K;O Anel Fetiche é uma joia com personalidade ideal para compor um mix de anéis ou ser usado sozinho. Ouro amarelo 18k;ACTIVE;68;3;;;AN0793;gid://shopify/ProductVariant/46393474810151;FETICHE;FETICHE;AN;ANEL;SP;SEM PEDRA;AN0793;ANEL OA, FETICHE;4.25;245.13;9500.0;07. De 5.000 a 10.000;PA;OURO;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN0793.JPG;Sim;Ativo;3.0;ATIVO;2008-09-19;5.6;COM;ANEL S/P
Anel Fetiche | Ouro Branco 18K Com Ródio Negro;O Anel Fetiche  é uma joia com personalidade ideal para compor um mix de aneis ou ser usado sozinho. Ouro branco 18k com ródio negro;ACTIVE;67;2;"• Diamantes ;";;AN01150;gid://shopify/ProductVariant/46393475334439;FETICHE;FETICHE;AN;ANEL;SP;SEM PEDRA;AN01150;ANEL OBN, FETICHE;4.24;245.41;9500.0;07. De 5.000 a 10.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN01150.JPG;Sim;Ativo;3.0;ATIVO;2010-02-18;5.6;COM;ANEL S/P
Anel Fetiche | Ouro Branco 18K;O Anel Fetiche é uma joia atemporal e ideal para usar com mix de Anéis. Ouro Branco 18k;ACTIVE;67;3;;;AN0792;gid://shopify/ProductVariant/46393475825959;FETICHE;FETICHE;AN;ANEL;SP;SEM PEDRA;AN0792;ANEL OB, FETICHE;4.24;245.41;9500.0;07. De 5.000 a 10.000;PA;OURO;OB;OURO BRANCO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN0792.JPG;Sim;Ativo;2.0;ATIVO;2008-09-19;5.6;COM;ANEL S/P
Anel Fetiche | Ouro Rosa 18K;O Anel Fetiche é uma joia atemporal e ideal para usar com mix de Anéis. Ouro Branco 18k com Banho Ouro Rosa;ACTIVE;67;3;;;AN0791;gid://shopify/ProductVariant/46393476874535;FETICHE;FETICHE;AN;ANEL;SP;SEM PEDRA;AN0791;ANEL OR, FETICHE;4.27;243.96;9500.0;07. De 5.000 a 10.000;PA;OURO;OR;OURO ROSA;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN0791.JPG;Sim;Ativo;3.0;ATIVO;2008-09-19;5.6;COM;ANEL S/P
Anel First Diamond | Ouro Branco 18K Com Ródio Negro E Diamante;A coleção First Diamond, foi criada para pessoas que querem presentear com a sua primeira joia. O Anel em Ouro Branco 18k com Ródio Negro e Diamante tem o design minimalista de um diamante lapidado, com um ar jovem e cool.;ACTIVE;65;3;"• Diamante com aproximadamente 0,02CT;
• Lapidação em Brilhante;
• Grau de cor: LLB;
• Grau de pureza: ±VS1/SI2;";;AN02445;gid://shopify/ProductVariant/46393480151335;FIRST;FIRST DIAMOND;AN;ANEL;DI;DIAMANTE INCOLOR;AN02445;ANEL OBN, FIRST DIAMOND, DLLB 0,02CT;5.92;134.0;4900.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN02445.JPG;Sim;Ativo;0.0;ATIVO;2015-04-28;2.6;COM;ANEL CRAV
Anel First Diamond | Ouro Branco 18K E Diamante;A coleção First Diamond, foi criada para pessoas que querem presentear com a sua primeira joia. O Anel em Ouro Branco 18k Diamante tem o design minimalista de um diamante lapidado, com um ar jovem e cool.;ACTIVE;66;2;"• Diamante com aproximadamente 0,02CT;
• Lapidação em Brilhante;
• Grau de cor: ±G/H;
• Grau de pureza: ±VS1/SI2;";;AN03305;gid://shopify/ProductVariant/46393480806695;FIRST;FIRST DIAMOND;AN;ANEL;DI;DIAMANTE INCOLOR;AN03305;ANEL OB, FIRST DIAMOND, D 0,02CT;5.77;137.5;4900.0;08. Ate 5.000;PA;OURO;OB;OURO BRANCO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03305.JPG;Sim;Ativo;1.0;ATIVO;2020-03-05;2.6;COM;ANEL CRAV
Anel First Diamond | Ouro Rosa 18K E Diamante;A coleção First Diamond, foi criada para pessoas que querem presentear com a sua primeira joia. O Anel em Ouro Rosa 18k com Diamante é delicado, com design clean e minimalista, simulando um diamante lapidado.;ACTIVE;65;3;"• Diamante com aproximadamente 0,02CT;
• Lapidação em Brilhante;
• Grau de cor: LLB;
• Grau de pureza: ±VS1/SI2;";;AN02446;gid://shopify/ProductVariant/46393481330983;FIRST;FIRST DIAMOND;AN;ANEL;DI;DIAMANTE INCOLOR;AN02446;ANEL OR, FIRST DIAMOND, DLLB 0,02CT;5.91;134.08;4900.0;08. Ate 5.000;PA;OURO;OR;OURO ROSA;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN02446.JPG;Sim;Ativo;0.0;ATIVO;2015-04-28;2.6;COM;ANEL MAN
Anel Lifestyle | Ouro Branco 18K Com Ródio Negro, Diamantes E Esmeralda;"<p>O Anel Line Drop de Jack Vartanian foi inspirado na mulher JV, que é dinâmica e estilosa, e precisa de peças versáteis que transitam perfeitamente para qualquer ocasião.</p>
<p>Dimensões aproximadas: 3 cm</p>";ACTIVE;66;2;"• Esmeralda com aproximadamente 0,33CT;
• Lapidação em Gota;
• Grau de cor: LLB;
• Grau de pureza: ±VS1/SI2;

• Diamantes com aproximadamente 0,15CT;";;AN03026;gid://shopify/ProductVariant/46393482543399;LIFESTYLE;LIFE STYLE;AN;ANEL;DE;DIAMANTE E ESMERALDA;AN03026;ANEL OBN,LINE DRP,ESM±0,30CT,DLLB±0,18C;3.22;358.0;7500.0;07. De 5.000 a 10.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03026.JPG;Sim;Ativo;1.0;ATIVO;2017-10-24;2.91;COM;ANEL CRAV
Anel Lifestyle | Ouro Branco 18K Com Ródio Negro E Diamantes;"<p>O Anel Line de Jack Vartanian foi inspirado na mulher JV, que é dinâmica e estilosa, e precisa de peças versáteis que transitam perfeitamente para qualquer ocasião.</p>
<p>Dimensões aproximadas: 3 cm</p>";ACTIVE;66;2;"• Diamante com aproximadamente 0,15CT;
• Lapidação em Brilhante;
• Grau de cor: LLB;
• Grau de pureza: ±VS1/SI2;";;AN03030;gid://shopify/ProductVariant/46393483297063;LIFESTYLE;LIFE STYLE;AN;ANEL;DI;DIAMANTE INCOLOR;AN03030;ANEL OBN, LINE, DLLB ±0,15CT;4.64;317.95;8900.0;07. De 5.000 a 10.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/AN03030.JPG;Sim;Ativo;1.0;ATIVO;2017-10-24;5.4;COM;ANEL CRAV
